row_id,site,rating_raw,written_date,trip_type,text_len_chars,llm_sentiment,llm_score,llm_emotion,llm_safety,llm_pricing,llm_service,llm_cleanliness,llm_atmosphere,llm_problems,llm_price_perception,llm_recommendation,llm_revisit,llm_keywords
98,medina,4 of 5 bubbles,2025-04-08,Couples,251,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""masterpiece"", ""charming"", ""magical"", ""must be visited"", ""shopping""]"
99,medina,1 of 5 bubbles,2025-04-02,,264,Negative,1,Anger,Negative,Negative,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety"", ""Other""]",Expensive,No,Not_mentioned,"[""crowds"", ""scooter chaos"", ""animal abuse"", ""big chaos"", ""don't pay""]"
100,medina,1 of 5 bubbles,2025-03-31,Friends,481,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""disappointment"", ""terrible experience"", ""mobs"", ""motorcycles"", ""fumes""]"
101,medina,3 of 5 bubbles,2025-03-27,Couples,351,Negative,2,Disappointment,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam""]",Not_mentioned,No,No,"[""fairytale"", ""inhabitants"", ""tourists"", ""not return"", ""mentality""]"
102,medina,1 of 5 bubbles,2025-03-27,Friends,367,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""horrified"", ""animal treatment"", ""monkeys"", ""snakes"", ""upsetting""]"
103,medina,5 of 5 bubbles,2025-03-24,Couples,123,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""pleasure"", ""guide"", ""cultural sites"", ""alive""]"
104,medina,2 of 5 bubbles,2025-03-24,,205,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""hellish"", ""scooters"", ""speed"", ""noise"", ""pollution""]"
105,medina,5 of 5 bubbles,2025-03-19,,180,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""interesting"", ""colorful"", ""friendly"", ""culture""]"
106,medina,2 of 5 bubbles,2025-03-16,Couples,697,Negative,2,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Safety"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,No,No,"[""scooters"", ""dangerous"", ""polluting"", ""diesel smell""]"
107,medina,1 of 5 bubbles,2025-03-16,Friends,1119,Negative,1,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Animal_mistreatment"", ""Poor_condition"", ""Bad_smell""]",Not_mentioned,No,No,"[""terrifying"", ""animal abuse"", ""snakes"", ""monkeys"", ""carcasses""]"
108,medina,2 of 5 bubbles,2025-03-15,Couples,386,Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Animal_mistreatment"", ""Poor_cleanliness"", ""Bad_smell""]",Not_mentioned,No,Not_mentioned,"[""animal abuse"", ""chained monkeys"", ""donkeys"", ""faeces"", ""stench""]"
109,medina,1 of 5 bubbles,2025-03-14,Couples,811,Negative,1,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Animal_mistreatment"", ""Poor_condition""]",Not_mentioned,No,Not_mentioned,"[""animal abuse"", ""chained monkeys"", ""snakes"", ""heartbreaking"", ""disturbing""]"
110,medina,2 of 5 bubbles,2025-03-12,Couples,498,Negative,2,Frustration,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Animal_mistreatment""]",Not_mentioned,No,Not_mentioned,"[""harassment"", ""animal abuse"", ""aggressive"", ""cruelty"", ""markets""]"
111,medina,5 of 5 bubbles,2025-03-09,,446,Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""charismatic"", ""unique"", ""shopping"", ""negotiate"", ""beautiful""]"
112,medina,5 of 5 bubbles,2025-03-08,,125,Positive,4,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""interesting walk"", ""waterfall"", ""lunch"", ""Argan oil""]"
113,medina,2 of 5 bubbles,2025-02-24,Couples,183,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Overcrowding"", ""Bad_smell"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""motorbikes"", ""exhaust fumes"", ""loud"", ""stinky"", ""disappointing""]"
114,medina,5 of 5 bubbles,2025-02-19,Couples,462,Positive,5,Joy,Not_mentioned,Neutral,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""best experience"", ""maze of alleys"", ""shops"", ""flavors"", ""colors""]"
115,medina,2 of 5 bubbles,2025-02-18,,818,Negative,2,Frustration,Negative,Not_mentioned,Negative,Negative,Negative,"[""Overcrowding"", ""Safety"", ""Bad_smell""]",Not_mentioned,Not_mentioned,No,"[""two-stroke engines"", ""harassed"", ""noise"", ""crowded"", ""fine dust""]"
116,medina,3 of 5 bubbles,2025-02-14,,386,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Neutral,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Animal_mistreatment""]",Not_mentioned,Yes,Not_mentioned,"[""hustle and bustle"", ""vendors"", ""animal abuse"", ""disgraceful""]"
117,medina,3 of 5 bubbles,2025-02-06,Solo,501,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Navigation_difficulty"", ""Poor_cleanliness"", ""Overcrowding""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""chaotic"", ""labyrinthine"", ""dirt"", ""crowding"", ""bazaar""]"
118,medina,5 of 5 bubbles,2025-01-28,,269,Positive,5,Joy,Neutral,Neutral,Positive,Not_mentioned,Positive,"[""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""excellent walk"", ""maze"", ""shops"", ""kindness"", ""negotiate""]"
119,medina,2 of 5 bubbles,2025-01-24,Couples,119,Negative,1,Disgust,Not_mentioned,Not_mentioned,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Poor_cleanliness""]",Not_mentioned,No,No,"[""harassment"", ""dirty"", ""hygiene"", ""restaurants"", ""traders""]"
120,medina,2 of 5 bubbles,2025-01-24,Friends,191,Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""High_prices"", ""Other""]",Expensive,No,No,"[""scamming"", ""overpriced"", ""bad food"", ""not expected""]"
121,medina,1 of 5 bubbles,2025-01-22,Couples,1137,Negative,1,Anger,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,No,"[""animal abuse"", ""lowest star"", ""avoid"", ""distress""]"
122,medina,3 of 5 bubbles,2025-01-20,,2080,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,[],Not_mentioned,Not_mentioned,Not_mentioned,"[""family trip"", ""Marrakech"", ""Atlas mountains"", ""tourist trap""]"
123,medina,1 of 5 bubbles,2025-01-14,Friends,95,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Negative,Negative,"[""Other"", ""Bad_smell""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""polluted"", ""mopeds"", ""souk"", ""ban""]"
124,medina,3 of 5 bubbles,2025-01-14,Couples,188,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,Neutral,No,"[""chaotic"", ""repetitive"", ""mopeds"", ""time wasted""]"
125,medina,5 of 5 bubbles,2025-01-12,,258,Positive,4,Joy,Not_mentioned,Neutral,Not_mentioned,Not_mentioned,Positive,[],Fair,Yes,Not_mentioned,"[""fascinating"", ""chaos"", ""cultural"", ""interesting"", ""like it""]"
126,medina,1 of 5 bubbles,2025-01-12,Couples,473,Negative,1,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Poor_cleanliness"", ""Overcrowding"", ""Other"", ""Bad_smell""]",Not_mentioned,No,No,"[""dirty"", ""crowded"", ""motorbikes"", ""pollution"", ""noise""]"
127,medina,4 of 5 bubbles,2025-01-10,Couples,316,Positive,4,Surprise,Neutral,Not_mentioned,Not_mentioned,Not_mentioned,Positive,"[""Navigation_difficulty"", ""Overcrowding"", ""Other""]",Not_mentioned,Yes,Not_mentioned,"[""crazy"", ""excitement"", ""hustle and bustle"", ""crowds"", ""must visit""]"
128,medina,4 of 5 bubbles,2025-01-08,,227,Negative,2,Disgust,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""interesting"", ""animal abuse"", ""martyr"", ""caged""]"
129,medina,2 of 5 bubbles,2025-01-07,Friends,302,Negative,1,Frustration,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Other"", ""Bad_smell"", ""Safety""]",Not_mentioned,No,No,"[""disappointed"", ""motorcycles"", ""dangerous"", ""safety"", ""bad smell""]"
130,medina,3 of 5 bubbles,2025-01-06,Solo,198,Negative,2,Disappointment,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""medina"", ""square"", ""mess"", ""disappointment"", ""not expected""]"
131,medina,5 of 5 bubbles,2025-01-05,,138,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""colors"", ""scents"", ""sounds"", ""maze"", ""surprise""]"
132,medina,1 of 5 bubbles,2024-12-31,Friends,388,Negative,1,Anger,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Other"", ""Scam""]",Not_mentioned,No,No,"[""not good"", ""harassing"", ""aggressive"", ""animal cruelty"", ""avoid""]"
133,medina,5 of 5 bubbles,2024-12-30,,159,Positive,5,Joy,Positive,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Yes,"[""pleasure"", ""atmosphere"", ""fears forgotten"", ""fell in love"", ""appreciate""]"
134,medina,4 of 5 bubbles,2024-12-29,Friends,147,Positive,4,Surprise,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""hectic"", ""surprising"", ""colorful"", ""unique experience"", ""shops""]"
135,medina,5 of 5 bubbles,2024-12-29,,281,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""fantastic city"", ""charming streets"", ""lively square"", ""fun""]"
136,medina,2 of 5 bubbles,2024-12-28,Business,292,Negative,1,Frustration,Not_mentioned,Not_mentioned,Negative,Negative,Negative,"[""Overcrowding"", ""Bad_smell"", ""Poor_condition""]",Not_mentioned,No,No,"[""impassable"", ""stinking mopeds"", ""overcrowding"", ""poor management""]"
137,medina,1 of 5 bubbles,2024-12-28,,276,Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Not_mentioned,"[""High_prices"", ""Scam""]",Expensive,No,Not_mentioned,"[""expensive"", ""taxi scam"", ""overpriced"", ""avoid""]"
138,medina,5 of 5 bubbles,2024-12-24,Couples,154,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful"", ""city heart"", ""rich in shops"", ""accessible""]"
139,medina,5 of 5 bubbles,2024-12-24,Solo,519,Positive,5,Joy,Positive,Positive,Positive,Positive,Positive,[],Cheap,Yes,Not_mentioned,"[""excellent time"", ""hospitality"", ""affordable prices"", ""safe neighborhood"", ""clean""]"
140,medina,3 of 5 bubbles,2024-12-21,Solo,135,Negative,2,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Other""]",Not_mentioned,No,No,"[""least favourite"", ""overcrowding"", ""motorbikes"", ""unpleasant atmosphere""]"
141,medina,4 of 5 bubbles,2024-12-20,,739,Neutral,3,Surprise,Negative,Neutral,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Other""]",Fair,Yes,Not_mentioned,"[""hectic"", ""bargains"", ""barter"", ""pushy sales"", ""experience""]"
142,medina,3 of 5 bubbles,2024-12-19,Solo,187,Negative,2,Fear,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Safety"", ""Aggressive_vendors""]",Expensive,No,Not_mentioned,"[""maze"", ""scam"", ""robbers"", ""high prices"", ""bad intentions""]"
143,medina,3 of 5 bubbles,2024-12-19,,454,Neutral,3,Sadness,Not_mentioned,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam""]",Expensive,No,Not_mentioned,"[""wonders"", ""magic"", ""merchandise"", ""pushy vendors"", ""scam""]"
144,medina,5 of 5 bubbles,2024-12-18,Couples,846,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""unforgettable"", ""luxury"", ""jacuzzi"", ""great view"", ""perfect location""]"
145,medina,4 of 5 bubbles,2024-12-17,,127,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful place"", ""friendly people"", ""delicious food"", ""eateries""]"
146,medina,1 of 5 bubbles,2024-12-15,Friends,1307,Negative,1,Fear,Negative,Negative,Negative,Not_mentioned,Negative,"[""Safety"", ""Scam"", ""Navigation_difficulty""]",Not_mentioned,No,No,"[""unpleasant"", ""stress"", ""safety concerns"", ""getting lost"", ""scam""]"
147,medina,2 of 5 bubbles,2024-12-12,Couples,466,Negative,2,Anger,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Navigation_difficulty"", ""Other""]",Not_mentioned,No,Not_mentioned,"[""scam"", ""animal cruelty"", ""navigation difficulty"", ""horrifying""]"
148,medina,2 of 5 bubbles,2024-12-08,Couples,954,Neutral,3,Neutral,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Other""]",Not_mentioned,Neutral,Not_mentioned,"[""Marmite"", ""sites"", ""pushy vendors"", ""animal cruelty"", ""aggressive""]"
149,medina,5 of 5 bubbles,2024-12-08,,360,Positive,5,Joy,Not_mentioned,Not_mentioned,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""best tour"", ""amazing architecture"", ""friendly people"", ""hospitality"", ""vibrant""]"
150,medina,1 of 5 bubbles,2024-12-03,,939,Negative,1,Frustration,Negative,Negative,Negative,Not_mentioned,Negative,"[""Aggressive_vendors"", ""Scam"", ""Safety""]",Expensive,No,No,"[""scam"", ""aggressive"", ""drugs"", ""unpleasant""]"
151,medina,4 of 5 bubbles,2024-12-02,,566,Neutral,3,Neutral,Negative,Not_mentioned,Not_mentioned,Negative,Neutral,"[""Overcrowding"", ""Bad_smell"", ""Navigation_difficulty""]",Not_mentioned,Yes,Not_mentioned,"[""chaos"", ""scooters"", ""smog"", ""craftsmen"", ""souks""]"
152,medina,4 of 5 bubbles,2024-12-01,Couples,313,Negative,2,Frustration,Negative,Negative,Negative,Not_mentioned,Neutral,"[""Aggressive_vendors"", ""Scam"", ""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""entertainers"", ""tips"", ""intimidating"", ""change""]"
153,medina,1 of 5 bubbles,2024-11-30,Couples,562,Negative,1,Disgust,Not_mentioned,Not_mentioned,Negative,Not_mentioned,Negative,"[""Other""]",Not_mentioned,No,Not_mentioned,"[""animal cruelty"", ""cages"", ""monkey"", ""snakes""]"
154,medina,3 of 5 bubbles,2024-11-28,Couples,532,Negative,1,Fear,Negative,Not_mentioned,Negative,Not_mentioned,Negative,"[""Safety"", ""Scam""]",Not_mentioned,No,Not_mentioned,"[""thieves"", ""muggers"", ""scam"", ""scary"", ""trap""]"
155,medina,5 of 5 bubbles,2024-11-27,,464,Positive,4,Joy,Neutral,Not_mentioned,Positive,Negative,Positive,"[""Navigation_difficulty"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,Yes,Not_mentioned,"[""medina"", ""craftsman"", ""colors"", ""smog"", ""Jamaa El Fna""]"
156,medina,1 of 5 bubbles,2024-11-24,Friends,216,Negative,2,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""Overcrowding"", ""High_prices"", ""Scam""]",Expensive,No,Not_mentioned,"[""mass tourism"", ""hospitality"", ""commercialism"", ""spoiled""]"
157,medina,5 of 5 bubbles,2024-11-23,,134,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""superb"", ""exceptional"", ""atmosphere"", ""beautiful"", ""medina""]"
158,medina,1 of 5 bubbles,2024-11-21,,343,Negative,1,Anger,Negative,Negative,Negative,Not_mentioned,Negative,"[""Scam"", ""Aggressive_vendors"", ""Safety""]",Expensive,No,No,"[""scam"", ""guides"", ""bandits"", ""beware"", ""expensive""]"
159,medina,3 of 5 bubbles,2024-11-21,,508,Positive,5,Trust,Positive,Positive,Positive,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""guide"", ""knowledgeable"", ""authentic"", ""helpful"", ""safe""]"
160,medina,1 of 5 bubbles,2024-11-17,Couples,732,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Negative,Negative,"[""Safety"", ""Bad_smell"", ""Overcrowding""]",Not_mentioned,No,Not_mentioned,"[""dangerous"", ""scooters"", ""theft"", ""injured"", ""pollution""]"
161,medina,1 of 5 bubbles,2024-11-13,Couples,239,Negative,1,Disgust,Neutral,Not_mentioned,Not_mentioned,Negative,Negative,"[""Bad_smell"", ""Overcrowding"", ""Other""]",Not_mentioned,No,No,"[""terrible"", ""polluted"", ""motorcycles"", ""tourist junk""]"
162,medina,1 of 5 bubbles,2024-11-11,Solo,263,Negative,1,Fear,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Overcrowding"", ""Safety"", ""Other""]",Not_mentioned,No,No,"[""crowded"", ""unsafe"", ""chaotic"", ""touristy"", ""scary""]"
163,medina,5 of 5 bubbles,2024-11-08,Friends,135,Neutral,3,Neutral,Not_mentioned,Negative,Not_mentioned,Not_mentioned,Positive,"[""High_prices"", ""Overcrowding""]",Expensive,Yes,Not_mentioned,"[""medina"", ""square"", ""expensive"", ""touristy"", ""dream""]"
164,medina,4 of 5 bubbles,2024-11-07,Couples,582,Negative,2,Frustration,Neutral,Negative,Not_mentioned,Not_mentioned,Neutral,"[""Other"", ""High_prices"", ""Poor_condition""]",Expensive,Neutral,Not_mentioned,"[""senses"", ""animal cruelty"", ""souks"", ""expensive"", ""poor quality""]"
165,medina,4 of 5 bubbles,2024-11-07,Couples,164,Positive,5,Trust,Positive,Positive,Positive,Not_mentioned,Not_mentioned,[],Not_mentioned,Yes,Not_mentioned,"[""guide"", ""negotiate prices"", ""avoided hassle"", ""recommend""]"
166,medina,4 of 5 bubbles,2024-11-06,Couples,292,Neutral,3,Neutral,Neutral,Not_mentioned,Neutral,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""mopeds"", ""no hassle"", ""stroll"", ""eerie""]"
167,medina,1 of 5 bubbles,2024-11-03,Solo,750,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Other""]",Not_mentioned,No,No,"[""motorcyclists"", ""terrorizing"", ""dismal"", ""terrifying"", ""chaos""]"
168,medina,1 of 5 bubbles,2024-10-31,Couples,335,Negative,1,Frustration,Negative,Negative,Negative,Negative,Negative,"[""Aggressive_vendors"", ""Other"", ""Poor_condition""]",Cheap,No,No,"[""shabby"", ""tacky"", ""motorbikes"", ""harassed"", ""stressful""]"
169,medina,4 of 5 bubbles,2024-10-31,Solo,436,Positive,4,Joy,Neutral,Positive,Not_mentioned,Not_mentioned,Positive,"[""Safety""]",Fair,Yes,Not_mentioned,"[""red walls"", ""narrow alleys"", ""spices"", ""crowded"", ""reasonable prices""]"
170,medina,5 of 5 bubbles,2024-10-30,Couples,594,Positive,5,Joy,Positive,Not_mentioned,Positive,Positive,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""beautiful riad"", ""kindness"", ""safe"", ""clean"", ""friendly""]"
171,medina,4 of 5 bubbles,2024-10-27,,250,Neutral,3,Neutral,Negative,Neutral,Not_mentioned,Negative,Positive,"[""Other"", ""Bad_smell""]",Not_mentioned,Yes,Not_mentioned,"[""mythical"", ""mopeds"", ""polluted"", ""magic"", ""haggling""]"
172,medina,5 of 5 bubbles,2024-10-27,Couples,322,Positive,5,Joy,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Positive,[],Not_mentioned,Yes,Not_mentioned,"[""jewel"", ""culture"", ""history"", ""lively alleys"", ""unmissable""]"
173,medina,4 of 5 bubbles,2024-10-26,Solo,487,Neutral,3,Frustration,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Getting_lost"", ""Other"", ""Safety""]",Not_mentioned,Yes,Not_mentioned,"[""adventure"", ""getting lost"", ""motorcycle traffic"", ""dangerous"", ""rooftop terraces""]"
174,medina,1 of 5 bubbles,2024-10-25,Friends,193,Negative,1,Anger,Negative,Not_mentioned,Not_mentioned,Not_mentioned,Negative,"[""Safety"", ""Overcrowding"", ""Other""]",Not_mentioned,No,No,"[""spoiled"", ""scooters"", ""dangerous"", ""stressful"", ""unacceptable""]"
175,medina,1 of 5 bubbles,2024-10-20,,264,Negative,1,Frustration,Not_mentioned,Negative,Negative,Not_mentioned,Negative,"[""High_prices"", ""Aggressive_vendors"", ""Scam""]",Expensive,No,No,"[""unpleasant"", ""exaggerated"", ""tough sellers"", ""poor quality"", ""cash cow""]"
176,medina,5 of 5 bubbles,2024-10-19,Friends,184,Neutral,3,Sadness,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,Not_mentioned,"[""restricted access"", ""non-Muslims"", ""minaret"", ""work of art"", ""culture""]"
177,medina,3 of 5 bubbles,2024-10-18,,345,Neutral,3,Frustration,Not_mentioned,Not_mentioned,Not_mentioned,Not_mentioned,Neutral,"[""Other""]",Not_mentioned,Not_mentioned,No,"[""huge"", ""souks"", ""fatigue"", ""repetitive"", ""arts and crafts""]"
